timestamp,image_path,track_id,color,confidence,cx,cy,x,y,w,h,north_m,east_m,lat,lon,altitude_m,intrinsics_source
1783822857.646,detection_logs/frame_1783822857636.jpg,2,blue,0.8353,131.39,227.03,99,206,69,73,2.175,-5.607,0.00001953,-0.00005036,10.00,calibration-file(no-undistort)
1783822857.713,detection_logs/frame_1783822857704.jpg,2,blue,0.8379,131.89,230.16,99,209,70,72,2.152,-5.603,0.00001933,-0.00005033,10.00,calibration-file(no-undistort)
1783822857.777,detection_logs/frame_1783822857768.jpg,2,blue,0.8445,131.78,231.23,98,203,69,73,2.145,-5.604,0.00001927,-0.00005034,10.00,calibration-file(no-undistort)
1783822857.843,detection_logs/frame_1783822857833.jpg,2,blue,0.8859,131.39,229.45,97,195,69,73,2.157,-5.607,0.00001938,-0.00005036,10.00,calibration-file(no-undistort)
1783822857.923,detection_logs/frame_1783822857914.jpg,2,blue,0.8706,131.16,226.98,97,191,69,73,2.175,-5.608,0.00001954,-0.00005038,10.00,calibration-file(no-undistort)
1783822857.979,detection_logs/frame_1783822857968.jpg,2,blue,0.8748,131.06,227.75,97,196,69,74,2.169,-5.609,0.00001949,-0.00005039,10.00,calibration-file(no-undistort)
1783822858.050,detection_logs/frame_1783822858040.jpg,2,blue,0.8515,132.84,233.92,102,210,68,72,2.126,-5.596,0.00001909,-0.00005027,10.00,calibration-file(no-undistort)
1783822858.122,detection_logs/frame_1783822858112.jpg,2,blue,0.8306,135.61,241.37,105,216,69,73,2.073,-5.575,0.00001862,-0.00005008,10.00,calibration-file(no-undistort)
1783822858.181,detection_logs/frame_1783822858170.jpg,2,blue,0.8772,137.84,246.69,105,215,70,74,2.035,-5.558,0.00001828,-0.00004993,10.00,calibration-file(no-undistort)
1783822858.246,detection_logs/frame_1783822858236.jpg,2,blue,0.7986,139.78,248.77,106,212,70,72,2.020,-5.543,0.00001815,-0.00004979,10.00,calibration-file(no-undistort)
1783822858.324,detection_logs/frame_1783822858315.jpg,2,blue,0.8049,141.06,250.15,106,212,70,73,2.010,-5.533,0.00001806,-0.00004971,10.00,calibration-file(no-undistort)
1783822858.382,detection_logs/frame_1783822858370.jpg,2,blue,0.9029,141.82,253.42,106,218,70,74,1.987,-5.527,0.00001785,-0.00004965,10.00,calibration-file(no-undistort)
1783822858.451,detection_logs/frame_1783822858441.jpg,2,blue,0.8508,142.00,259.74,106,229,69,73,1.942,-5.526,0.00001745,-0.00004964,10.00,calibration-file(no-undistort)
1783822858.521,detection_logs/frame_1783822858512.jpg,2,blue,0.8504,141.56,266.28,105,235,69,72,1.896,-5.529,0.00001703,-0.00004967,10.00,calibration-file(no-undistort)
1783822858.578,detection_logs/frame_1783822858568.jpg,2,blue,0.8613,140.70,269.24,104,230,69,75,1.875,-5.536,0.00001684,-0.00004973,10.00,calibration-file(no-undistort)
1783822858.657,detection_logs/frame_1783822858649.jpg,2,blue,0.8677,139.78,269.05,104,226,68,74,1.876,-5.543,0.00001685,-0.00004979,10.00,calibration-file(no-undistort)
1783822858.717,detection_logs/frame_1783822858706.jpg,2,blue,0.8793,139.06,267.56,104,224,68,74,1.887,-5.548,0.00001695,-0.00004984,10.00,calibration-file(no-undistort)
1783822858.780,detection_logs/frame_1783822858769.jpg,2,blue,0.8597,138.53,269.45,104,233,68,73,1.873,-5.552,0.00001683,-0.00004988,10.00,calibration-file(no-undistort)
1783822858.853,detection_logs/frame_1783822858842.jpg,2,blue,0.8891,138.56,275.60,105,245,68,74,1.829,-5.552,0.00001643,-0.00004988,10.00,calibration-file(no-undistort)
1783822858.924,detection_logs/frame_1783822858915.jpg,2,blue,0.8611,138.82,281.89,105,250,69,74,1.785,-5.550,0.00001603,-0.00004986,10.00,calibration-file(no-undistort)
1783822858.984,detection_logs/frame_1783822858974.jpg,2,blue,0.8617,139.04,286.15,105,250,69,74,1.755,-5.549,0.00001576,-0.00004984,10.00,calibration-file(no-undistort)
1783822859.060,detection_logs/frame_1783822859050.jpg,2,blue,0.8874,139.02,286.78,105,245,68,74,1.750,-5.549,0.00001572,-0.00004985,10.00,calibration-file(no-undistort)
1783822859.119,detection_logs/frame_1783822859110.jpg,2,blue,0.8850,138.60,285.70,104,243,68,73,1.758,-5.552,0.00001579,-0.00004987,10.00,calibration-file(no-undistort)
1783822859.176,detection_logs/frame_1783822859166.jpg,2,blue,0.8944,138.09,286.47,104,248,67,73,1.752,-5.556,0.00001574,-0.00004991,10.00,calibration-file(no-undistort)
1783822859.332,detection_logs/frame_1783822859323.jpg,2,blue,0.8398,137.73,290.15,104,256,67,74,1.726,-5.558,0.00001551,-0.00004993,10.00,calibration-file(no-undistort)
1783822859.447,detection_logs/frame_1783822859435.jpg,2,blue,0.8333,137.69,294.03,104,261,68,71,1.699,-5.559,0.00001526,-0.00004994,10.00,calibration-file(no-undistort)
1783822859.501,detection_logs/frame_1783822859493.jpg,2,blue,0.8677,137.30,294.18,103,254,68,73,1.697,-5.562,0.00001525,-0.00004996,10.00,calibration-file(no-undistort)
1783822863.010,detection_logs/frame_1783822863001.jpg,3,red,0.5082,631.50,231.50,598,196,67,71,2.143,-1.815,0.00001925,-0.00001631,10.00,calibration-file(no-undistort)
1783822863.010,detection_logs/frame_1783822863001.jpg,4,green,0.2975,633.00,229.50,600,193,66,73,2.157,-1.804,0.00001938,-0.00001620,10.00,calibration-file(no-undistort)
1783822863.072,detection_logs/frame_1783822863062.jpg,3,red,0.4684,637.80,233.51,610,200,68,71,2.128,-1.767,0.00001912,-0.00001588,10.00,calibration-file(no-undistort)
1783822863.072,detection_logs/frame_1783822863062.jpg,4,green,0.5664,638.54,232.27,611,199,66,72,2.137,-1.762,0.00001920,-0.00001583,10.00,calibration-file(no-undistort)
1783822863.241,detection_logs/frame_1783822863231.jpg,3,red,0.5257,646.80,239.47,618,208,66,70,2.086,-1.699,0.00001874,-0.00001526,10.00,calibration-file(no-undistort)
1783822863.241,detection_logs/frame_1783822863231.jpg,4,green,0.5333,646.96,238.52,618,207,66,70,2.093,-1.698,0.00001880,-0.00001525,10.00,calibration-file(no-undistort)
1783822863.315,detection_logs/frame_1783822863305.jpg,3,red,0.5100,650.80,245.19,616,212,67,70,2.046,-1.669,0.00001838,-0.00001499,10.00,calibration-file(no-undistort)
1783822863.315,detection_logs/frame_1783822863305.jpg,4,green,0.6601,651.25,245.22,617,213,67,69,2.045,-1.665,0.00001837,-0.00001496,10.00,calibration-file(no-undistort)
1783822863.378,detection_logs/frame_1783822863368.jpg,3,red,0.6773,648.18,245.67,608,207,67,71,2.042,-1.689,0.00001834,-0.00001517,10.00,calibration-file(no-undistort)
1783822863.378,detection_logs/frame_1783822863368.jpg,4,green,0.5343,648.56,245.95,609,207,66,71,2.040,-1.686,0.00001833,-0.00001514,10.00,calibration-file(no-undistort)
1783822863.445,detection_logs/frame_1783822863435.jpg,3,red,0.7658,639.81,242.40,594,201,69,70,2.065,-1.752,0.00001855,-0.00001574,10.00,calibration-file(no-undistort)
1783822863.445,detection_logs/frame_1783822863435.jpg,4,green,0.6130,639.93,242.04,595,199,67,71,2.068,-1.751,0.00001858,-0.00001573,10.00,calibration-file(no-undistort)
1783822863.510,detection_logs/frame_1783822863500.jpg,3,red,0.6047,632.36,237.61,590,195,68,71,2.099,-1.809,0.00001886,-0.00001625,10.00,calibration-file(no-undistort)
1783822863.510,detection_logs/frame_1783822863500.jpg,4,green,0.4035,632.33,236.82,590,193,68,72,2.105,-1.809,0.00001891,-0.00001625,10.00,calibration-file(no-undistort)
1783822863.574,detection_logs/frame_1783822863563.jpg,3,red,0.6187,632.80,236.36,601,200,70,70,2.108,-1.805,0.00001894,-0.00001622,10.00,calibration-file(no-undistort)
1783822863.574,detection_logs/frame_1783822863563.jpg,4,green,0.5385,632.46,235.48,602,198,67,72,2.114,-1.808,0.00001899,-0.00001624,10.00,calibration-file(no-undistort)
1783822863.640,detection_logs/frame_1783822863631.jpg,3,red,0.5533,640.46,237.84,620,205,66,71,2.098,-1.747,0.00001884,-0.00001570,10.00,calibration-file(no-undistort)
1783822863.640,detection_logs/frame_1783822863631.jpg,4,green,0.4474,640.57,237.12,621,204,66,72,2.103,-1.746,0.00001889,-0.00001569,10.00,calibration-file(no-undistort)
1783822863.715,detection_logs/frame_1783822863704.jpg,3,red,0.7272,656.91,240.37,645,209,69,70,2.080,-1.623,0.00001868,-0.00001458,10.00,calibration-file(no-undistort)
1783822863.715,detection_logs/frame_1783822863704.jpg,4,green,0.3494,657.35,239.35,647,207,67,71,2.087,-1.619,0.00001875,-0.00001455,10.00,calibration-file(no-undistort)
1783822863.770,detection_logs/frame_1783822863761.jpg,3,red,0.7508,684.06,239.76,684,203,67,70,2.084,-1.417,0.00001872,-0.00001273,10.00,calibration-file(no-undistort)
1783822863.770,detection_logs/frame_1783822863761.jpg,4,green,0.6171,684.55,239.33,685,203,66,71,2.087,-1.413,0.00001875,-0.00001269,10.00,calibration-file(no-undistort)
1783822863.838,detection_logs/frame_1783822863829.jpg,3,red,0.4486,717.20,235.42,719,193,66,71,2.115,-1.165,0.00001900,-0.00001047,10.00,calibration-file(no-undistort)
1783822863.838,detection_logs/frame_1783822863829.jpg,4,green,0.3665,717.72,234.42,719,191,67,71,2.122,-1.162,0.00001906,-0.00001043,10.00,calibration-file(no-undistort)
1783822863.912,detection_logs/frame_1783822863902.jpg,3,red,0.4287,753.52,230.16,752,187,66,73,2.152,-0.890,0.00001933,-0.00000800,10.00,calibration-file(no-undistort)
1783822863.912,detection_logs/frame_1783822863902.jpg,4,green,0.3421,753.85,228.93,752,187,66,70,2.161,-0.888,0.00001941,-0.00000797,10.00,calibration-file(no-undistort)
1783822863.968,detection_logs/frame_1783822863957.jpg,3,red,0.5318,792.26,227.79,787,192,66,70,2.169,-0.596,0.00001949,-0.00000536,10.00,calibration-file(no-undistort)
1783822863.968,detection_logs/frame_1783822863957.jpg,4,green,0.5894,792.65,226.20,788,190,65,70,2.180,-0.593,0.00001959,-0.00000533,10.00,calibration-file(no-undistort)
1783822864.042,detection_logs/frame_1783822864033.jpg,3,red,0.6136,829.93,228.30,817,196,65,72,2.165,-0.311,0.00001945,-0.00000279,10.00,calibration-file(no-undistort)
1783822864.042,detection_logs/frame_1783822864033.jpg,4,green,0.3185,830.16,227.25,817,196,65,72,2.173,-0.309,0.00001952,-0.00000278,10.00,calibration-file(no-undistort)
1783822864.110,detection_logs/frame_1783822864101.jpg,3,red,0.6088,864.38,230.16,840,200,69,70,2.152,-0.050,0.00001933,-0.00000045,10.00,calibration-file(no-undistort)
1783822864.110,detection_logs/frame_1783822864101.jpg,4,green,0.3911,864.70,228.93,842,198,66,71,2.161,-0.047,0.00001941,-0.00000042,10.00,calibration-file(no-undistort)
1783822864.168,detection_logs/frame_1783822864157.jpg,3,red,0.4847,897.60,228.53,870,192,67,70,2.164,0.202,0.00001944,0.00000182,10.00,calibration-file(no-undistort)
1783822864.168,detection_logs/frame_1783822864157.jpg,4,green,0.3199,897.59,227.57,870,191,66,71,2.171,0.202,0.00001950,0.00000182,10.00,calibration-file(no-undistort)
1783822864.250,detection_logs/frame_1783822864241.jpg,3,red,0.5108,926.88,223.39,892,180,67,74,2.200,0.424,0.00001977,0.00000381,10.00,calibration-file(no-undistort)
1783822864.311,detection_logs/frame_1783822864300.jpg,3,red,0.6064,951.91,217.31,912,175,65,72,2.244,0.614,0.00002015,0.00000551,10.00,calibration-file(no-undistort)
1783822864.311,detection_logs/frame_1783822864300.jpg,4,green,0.4139,950.92,218.18,912,175,65,72,2.237,0.606,0.00002010,0.00000545,10.00,calibration-file(no-undistort)
1783822864.373,detection_logs/frame_1783822864361.jpg,3,red,0.5244,975.63,215.47,934,180,68,74,2.257,0.794,0.00002027,0.00000713,10.00,calibration-file(no-undistort)
1783822864.373,detection_logs/frame_1783822864361.jpg,4,green,0.3033,973.85,215.14,935,178,64,73,2.259,0.780,0.00002029,0.00000701,10.00,calibration-file(no-undistort)
1783822864.436,detection_logs/frame_1783822864426.jpg,3,red,0.3634,996.53,217.52,953,189,67,71,2.242,0.952,0.00002014,0.00000855,10.00,calibration-file(no-undistort)
1783822864.436,detection_logs/frame_1783822864426.jpg,4,green,0.5649,995.22,216.72,953,188,68,69,2.248,0.942,0.00002019,0.00000846,10.00,calibration-file(no-undistort)
1783822864.504,detection_logs/frame_1783822864495.jpg,3,red,0.5777,1013.71,219.61,967,190,67,70,2.227,1.082,0.00002001,0.00000972,10.00,calibration-file(no-undistort)
1783822864.504,detection_logs/frame_1783822864495.jpg,4,green,0.5084,1012.60,219.09,967,190,66,70,2.231,1.074,0.00002004,0.00000965,10.00,calibration-file(no-undistort)
1783822864.565,detection_logs/frame_1783822864555.jpg,3,red,0.5285,1029.37,218.76,984,184,66,69,2.233,1.201,0.00002006,0.00001079,10.00,calibration-file(no-undistort)
1783822864.565,detection_logs/frame_1783822864555.jpg,4,green,0.2956,1028.75,218.19,984,183,66,70,2.237,1.196,0.00002010,0.00001075,10.00,calibration-file(no-undistort)
1783822864.633,detection_logs/frame_1783822864624.jpg,3,red,0.5956,1043.99,214.23,1000,173,66,71,2.265,1.312,0.00002035,0.00001179,10.00,calibration-file(no-undistort)
1783822864.633,detection_logs/frame_1783822864624.jpg,4,green,0.4613,1043.76,213.83,999,173,68,71,2.268,1.310,0.00002038,0.00001177,10.00,calibration-file(no-undistort)
1783822864.704,detection_logs/frame_1783822864694.jpg,3,red,0.6234,1055.32,208.96,1009,167,66,73,2.303,1.398,0.00002069,0.00001256,10.00,calibration-file(no-undistort)
1783822864.704,detection_logs/frame_1783822864694.jpg,4,green,0.3966,1055.54,208.51,1009,167,67,72,2.306,1.400,0.00002072,0.00001257,10.00,calibration-file(no-undistort)
1783822864.763,detection_logs/frame_1783822864754.jpg,3,red,0.6677,1067.86,207.09,1025,172,69,72,2.316,1.493,0.00002081,0.00001341,10.00,calibration-file(no-undistort)
1783822864.763,detection_logs/frame_1783822864754.jpg,4,green,0.5033,1067.97,206.40,1025,171,68,72,2.321,1.494,0.00002085,0.00001342,10.00,calibration-file(no-undistort)
1783822864.834,detection_logs/frame_1783822864824.jpg,3,red,0.4843,1080.19,208.66,1040,177,67,75,2.305,1.586,0.00002071,0.00001425,10.00,calibration-file(no-undistort)
1783822864.834,detection_logs/frame_1783822864824.jpg,4,green,0.4250,1080.38,208.21,1040,178,67,73,2.308,1.588,0.00002074,0.00001426,10.00,calibration-file(no-undistort)
1783822864.902,detection_logs/frame_1783822864892.jpg,3,red,0.3744,1090.55,212.96,1049,186,67,71,2.274,1.665,0.00002043,0.00001496,10.00,calibration-file(no-undistort)
1783822864.902,detection_logs/frame_1783822864892.jpg,4,green,0.4097,1090.56,211.69,1048,184,68,70,2.284,1.665,0.00002051,0.00001496,10.00,calibration-file(no-undistort)
1783822864.966,detection_logs/frame_1783822864956.jpg,3,red,0.5718,1102.01,213.14,1063,177,69,73,2.273,1.752,0.00002042,0.00001574,10.00,calibration-file(no-undistort)
1783822864.966,detection_logs/frame_1783822864956.jpg,4,green,0.5893,1102.06,212.47,1064,178,67,72,2.278,1.752,0.00002046,0.00001574,10.00,calibration-file(no-undistort)
1783822865.030,detection_logs/frame_1783822865019.jpg,3,red,0.6734,1113.86,209.68,1076,168,70,73,2.298,1.842,0.00002064,0.00001654,10.00,calibration-file(no-undistort)
1783822865.030,detection_logs/frame_1783822865019.jpg,4,green,0.3976,1113.93,209.06,1077,168,68,72,2.302,1.842,0.00002068,0.00001655,10.00,calibration-file(no-undistort)
1783822865.098,detection_logs/frame_1783822865087.jpg,3,red,0.6291,1124.89,205.11,1088,163,67,73,2.330,1.925,0.00002093,0.00001730,10.00,calibration-file(no-undistort)
1783822865.098,detection_logs/frame_1783822865087.jpg,4,green,0.5125,1124.57,204.74,1087,164,67,71,2.333,1.923,0.00002096,0.00001727,10.00,calibration-file(no-undistort)
1783822865.167,detection_logs/frame_1783822865156.jpg,3,red,0.5988,1136.20,202.64,1100,165,68,73,2.348,2.011,0.00002109,0.00001806,10.00,calibration-file(no-undistort)
1783822865.167,detection_logs/frame_1783822865156.jpg,4,green,0.6094,1135.98,202.46,1101,166,66,71,2.349,2.009,0.00002110,0.00001805,10.00,calibration-file(no-undistort)
1783822865.234,detection_logs/frame_1783822865225.jpg,3,red,0.6481,1148.97,204.26,1116,174,67,71,2.336,2.108,0.00002099,0.00001893,10.00,calibration-file(no-undistort)
1783822865.234,detection_logs/frame_1783822865225.jpg,4,green,0.6691,1148.43,204.61,1116,175,65,71,2.334,2.104,0.00002097,0.00001890,10.00,calibration-file(no-undistort)
1783822865.292,detection_logs/frame_1783822865282.jpg,3,red,0.6039,1159.88,208.13,1123,179,69,73,2.309,2.191,0.00002074,0.00001968,10.00,calibration-file(no-undistort)
1783822865.292,detection_logs/frame_1783822865282.jpg,4,green,0.4371,1159.51,207.65,1125,178,65,71,2.312,2.188,0.00002077,0.00001965,10.00,calibration-file(no-undistort)
1783822865.351,detection_logs/frame_1783822865342.jpg,3,red,0.5648,1172.01,208.54,1138,173,68,72,2.306,2.282,0.00002071,0.00002050,10.00,calibration-file(no-undistort)
1783822865.351,detection_logs/frame_1783822865342.jpg,4,green,0.5162,1171.77,208.63,1139,174,66,72,2.305,2.281,0.00002071,0.00002049,10.00,calibration-file(no-undistort)
1783822865.423,detection_logs/frame_1783822865413.jpg,3,red,0.5974,1184.88,205.03,1152,164,68,71,2.331,2.380,0.00002094,0.00002138,10.00,calibration-file(no-undistort)
1783822865.423,detection_logs/frame_1783822865413.jpg,4,green,0.6296,1184.95,205.74,1153,166,67,70,2.326,2.381,0.00002089,0.00002139,10.00,calibration-file(no-undistort)
1783822865.494,detection_logs/frame_1783822865485.jpg,3,red,0.6295,1197.31,200.19,1164,158,67,72,2.365,2.474,0.00002125,0.00002223,10.00,calibration-file(no-undistort)
1783822865.494,detection_logs/frame_1783822865485.jpg,4,green,0.4947,1197.00,199.95,1164,156,65,72,2.367,2.472,0.00002126,0.00002221,10.00,calibration-file(no-undistort)
1783822865.555,detection_logs/frame_1783822865546.jpg,3,red,0.6718,1209.79,197.71,1175,161,70,71,2.383,2.569,0.00002141,0.00002308,10.00,calibration-file(no-undistort)
1783822865.556,detection_logs/frame_1783822865546.jpg,4,green,0.3597,1209.79,197.53,1177,161,67,71,2.384,2.569,0.00002142,0.00002308,10.00,calibration-file(no-undistort)
1783822865.623,detection_logs/frame_1783822865612.jpg,3,red,0.5532,1223.70,199.11,1193,168,66,72,2.373,2.674,0.00002132,0.00002402,10.00,calibration-file(no-undistort)
1783822865.623,detection_logs/frame_1783822865612.jpg,4,green,0.6049,1223.53,199.19,1192,169,67,71,2.372,2.673,0.00002131,0.00002401,10.00,calibration-file(no-undistort)
1783822865.692,detection_logs/frame_1783822865680.jpg,3,red,0.6969,1235.46,202.42,1201,173,66,72,2.349,2.763,0.00002110,0.00002482,10.00,calibration-file(no-undistort)
1783822865.692,detection_logs/frame_1783822865680.jpg,4,green,0.5436,1235.35,202.29,1201,172,66,73,2.350,2.763,0.00002111,0.00002482,10.00,calibration-file(no-undistort)
1783822865.758,detection_logs/frame_1783822865747.jpg,3,red,0.6560,1248.17,202.82,1215,168,67,71,2.347,2.860,0.00002108,0.00002569,10.00,calibration-file(no-undistort)
1783822865.758,detection_logs/frame_1783822865747.jpg,4,green,0.6246,1248.12,202.73,1216,168,65,71,2.347,2.860,0.00002108,0.00002569,10.00,calibration-file(no-undistort)
1783822865.823,detection_logs/frame_1783822865812.jpg,3,red,0.6114,1262.44,199.52,1231,158,68,73,2.370,2.968,0.00002129,0.00002666,10.00,calibration-file(no-undistort)
1783822865.823,detection_logs/frame_1783822865812.jpg,4,green,0.4979,1262.22,199.26,1231,158,67,72,2.372,2.966,0.00002131,0.00002665,10.00,calibration-file(no-undistort)
1783822865.891,detection_logs/frame_1783822865880.jpg,3,red,0.4142,1275.44,195.86,1242,155,67,73,2.396,3.067,0.00002152,0.00002755,10.00,calibration-file(no-undistort)
1783822865.891,detection_logs/frame_1783822865880.jpg,4,green,0.5476,1275.30,195.28,1242,155,67,71,2.400,3.066,0.00002156,0.00002754,10.00,calibration-file(no-undistort)
1783822865.957,detection_logs/frame_1783822865945.jpg,3,red,0.6334,1288.24,193.06,1254,155,68,72,2.416,3.164,0.00002170,0.00002842,10.00,calibration-file(no-undistort)
1783822865.957,detection_logs/frame_1783822865945.jpg,4,green,0.5161,1288.36,192.65,1255,155,67,72,2.419,3.165,0.00002173,0.00002843,10.00,calibration-file(no-undistort)
1783822866.020,detection_logs/frame_1783822866010.jpg,3,red,0.6704,1302.11,194.59,1269,164,69,71,2.405,3.269,0.00002160,0.00002936,10.00,calibration-file(no-undistort)
1783822866.020,detection_logs/frame_1783822866010.jpg,4,green,0.5212,1302.41,194.11,1271,164,66,70,2.408,3.271,0.00002163,0.00002938,10.00,calibration-file(no-undistort)
1783822866.086,detection_logs/frame_1783822866076.jpg,3,red,0.5678,1315.35,197.57,1281,167,69,73,2.384,3.369,0.00002141,0.00003027,10.00,calibration-file(no-undistort)
1783822866.086,detection_logs/frame_1783822866076.jpg,4,green,0.4539,1315.39,197.66,1281,168,68,73,2.383,3.369,0.00002141,0.00003027,10.00,calibration-file(no-undistort)
1783822866.147,detection_logs/frame_1783822866138.jpg,3,red,0.6099,1328.32,198.92,1295,165,66,72,2.374,3.467,0.00002133,0.00003115,10.00,calibration-file(no-undistort)
